profile_id,archetype,is_fraud,fraud_severity,case_type,niche,follower_count,following_count,posts_count,account_age_months,avg_likes,avg_comments,avg_views,engagement_rate,like_comment_ratio,follower_following_ratio,view_follower_ratio,growth_spike_score,audience_geo_mismatch,audience_real_ratio,comment_authenticity,profile_pic_flag,bio,sample_comments,post_caption,audience_note
BON-06536,authentic_organic,0,20.6,normal,food,288234,10854,121,10,14388,159,312133,5.05,90.5,26.6,1.08,0.247,0.213,0.953,0.883,0,Sharing recipes & meal ideas - Foodie enthusiast!,Love your posts! Can't wait to try those recipes! || Healthy eating made easy! Good job. || Yummy photos as always! Can't resist trying! || Thanks for sharing your passion with us!,Discover how to make this week's featured salad - Perfect balance of flavors!,My audience loves simple yet delicious recipes they can easily replicate.
BON-06537,bought_engagement,1,67.2,normal,home decor,62805,1430,826,36,10007,71,132630,16.05,139.2,43.9,2.11,0.243,0.493,0.66,0.438,0,Decorative genius! Check out my latest DIY projects.,Love your creativity! || Great color palette! ||  || Awesome new space ideas!,Spring cleaning in style! 🌸 Dirty rooms = messy minds. Let's make a fresh start together. #DIY #HomeDecor #SpringCleaning,My audience loves minimalist and functional spaces.
BON-06538,micro_real,0,7.2,normal,comedy,22388,369,121,65,3001,125,66630,13.97,23.9,60.7,2.98,0.155,0.236,0.918,0.812,0,Watch me laugh at life's little mishaps - your trusted buddy in comedy!,"Hilarious as always! || You're the funniest! #comedynerd || LOL, perfect timing! || Great job! Love the humor!",Never underestimate the power of a good joke! 😄,A loyal bunch of comedy lovers who can't get enough of my silly videos.
BON-06539,engagement_pod,1,67.1,normal,fashion,22421,574,572,65,1080,14,24525,4.88,75.1,39.1,1.09,0.152,0.249,0.867,0.519,0,Discover the latest in streetwear - from street style to must-have pieces.,"Love the ankle boots, I love this! check out my page too! || So cool your bag, I love it! support back! || Great outfit, always on trend! Love the sneakers! || Nice top, check it out - you'll love it!",Ditch the basics & amp; go street style with our newest arrivals! 🌈,My audience loves stylish basics and trendy streetwear.
BON-06540,bought_followers,1,79.8,normal,fitness,395708,2438,262,83,8795,96,1176305,2.25,90.9,162.3,2.97,0.496,0.521,0.412,0.584,0,Fit and fabulous - sharing my journey to better health.,Great work! || You're inspiring! || Love your progress! || Congrats on reaching another goal!,Motivation Monday: Remember why you started! #motivation #fitnessjourney,Audience loves seeing results and motivation in fitness journey.
BON-06541,bought_engagement,1,66.2,normal,comedy,78809,1661,1219,102,8305,68,143799,10.63,121.9,47.4,1.82,0.171,0.376,0.788,0.512,0,Laugh out loud with @ComedyGuy123 - your daily dose of comedy! 🎶😂 #comedian,"LMAO! || Gotta love the laughs! 😄 || Crank up the chuckles! 💪 || Great jokes, always!",Here's a funny one for ya - Hope you find it as hilarious as I do! 🤣,"Entirely based in Los Angeles, our audience loves big-budget comedies!"
BON-06542,micro_real,0,15.4,normal,beauty,16768,615,274,86,1758,33,28781,10.69,52.2,27.3,1.72,0.359,0.299,0.845,0.728,0,Shimmer & Glow - Makeup & Skin Care Tips for Real Beauty!,Love your makeup tutorials! 🌸 || Natural looks rock! 💚 || Great tips on how to get dewy skin! 💅 || Your skin-care advice is super helpful! 😊,Spring into radiant skin with these must-have skincare routines! 🌺 #SpringSkincare #RadiantSkin,My audience loves natural beauty and DIY skincare methods.
BON-06543,micro_real,0,16.4,normal,home decor,5224,136,55,98,399,6,8201,7.78,59.1,38.4,1.57,0.373,0.215,0.857,0.755,0,Welcome to my cozy corner - sharing DIY projects & stylish ideas for your home.,"Love it! Great ideas for any home, <NAME>! || So inspiring! Thanks for sharing your talent, <NAME>! || Beautiful! Can't wait to try your tips, <NAME>! || Your stuff is amazing! Sharing with all my friends, <NAME>!",Crafting your dream space - DIY bookshelves make it happen! #DIY #HomeDecor #Shelving,My followers love DIY projects and want practical home decoration ideas.
BON-06544,click_farm_audience,1,62.7,masked_fraud,comedy,63641,805,2093,38,4745,56,113622,7.54,84.7,79.1,1.79,0.362,0.378,0.71,0.718,0,Check out my hilarious videos! 🎉 New comedy sketch up next. #comedylove #funnyvideos,"LMAO! Nice one! 👏 || Haha! Love your style - 🍻 || Great stuff, always cracking jokes! 💪 || LOL! So funny! 👍",Witness the magic happen live - your favorite comedian here! 🎬✨,My audience loves relatable jokes and spontaneous humor.
BON-06545,ai_persona,1,91.3,normal,wellness,172242,5963,404,104,10781,216,453378,6.39,49.8,28.9,2.63,0.573,0.642,0.844,0.33,1,Always learning & sharing wellness tips - join me on my journey.,Love it! || Good vibes! || Thanks for sharing!,Discover the key to glowing skin - it's all in your diet!,Health-conscious individuals interested in self-care
BON-06546,engagement_pod,1,55.7,normal,travel,6608,138,768,90,404,5,4949,6.21,68.9,47.9,0.75,0.444,0.236,0.805,0.548,0,Exploring the world through photos - #travelvlogger,"Love your vibrant shots! || Can't wait to see where you go next! - Follow me! || Just checked out your latest post - love it! || Great shots, can't wait to visit those places! #travel",Just got back from [place] - a breathtaking experience!,Audience loves adventure and wants to be inspired by exotic destinations.
BON-06547,ai_persona,1,87.8,normal,fashion,141275,2248,69,75,10853,182,386686,7.81,59.6,62.8,2.74,0.667,0.454,0.481,0.533,1,Glossy fashion shots - Follow for style tips!,"Love the outfits! What's on your next shoot? || Every outfit is perfect! Can't wait to see more! || Stunning! You look so chic, can't help but try on clothes too! || Nice post. Your fashion sense is off the chart!","Dress up, shine bright! #fashiongoals #styletip",Audience loves aspirational fashion with a personal touch.
BON-06548,authentic_organic,0,11.5,trap_clean,tech,233501,6638,516,6,16218,289,131403,7.07,56.1,35.2,0.56,0.249,0.273,0.789,0.684,0,Tech lover & creator - sharing tips & projects.,Great tips! Love your channel! || Exactly what I need! || Nice project! || Always learning new stuff!,Check out my latest project - a cool home automation system!,Tech enthusiasts and DIYers love this influencer.
BON-06549,ai_persona,1,96.0,normal,photography,713344,12716,356,101,34558,500,1254051,4.91,69.0,56.1,1.76,0.536,0.515,0.683,0.553,1,Creative snapshots - capturing moments in time.,Love your photos! || Great shot! || Very pretty. || Colorful and inspiring!,Embrace every hue - #colorfulinspiration #photographyjourney,"Enthusiastic amateur photographers, sharing their passion."
BON-06550,ai_persona,1,88.2,normal,tech,105074,2320,588,67,4846,71,64676,4.68,67.8,45.3,0.62,0.516,0.454,0.664,0.368,1,Tech whiz shares daily hacks & trends - join the digital revolution!,Love your tips! || Great content - always useful! || Nice one! 😊,Check out our latest infographic - top tech trends for Q2!,Tech enthusiasts and early adopters seeking innovative solutions
BON-06551,micro_real,0,24.0,trap_clean,parenting,11043,263,754,52,1030,19,4201,9.5,53.3,42.0,0.38,0.297,0.224,0.863,0.739,0,Hi fellow parents! Sharing growth hacks & tips to raise awesome kids.,Great tips here! Love your approach to parenting! || Totally agree - consistency is key! || So relatable - it's great to see other moms share! || Your posts always spark meaningful discussions!,Starting a series on how to boost your child's confidence levels. #ParentingTips #ConfidenceBuilding,My audience loves engaging with my parenting journey & advice.
BON-06552,ai_persona,1,100.0,normal,fashion,50764,3036,359,15,1431,16,85036,2.85,86.2,16.7,1.68,0.371,0.442,0.519,0.467,1,Check out my latest outfit - style tips and trends straight from me!,"Great picks today! Love it! || So chic! Can't wait to see more. || Every time you wear it, you look amazing! || Your style is always on point!",Feeling fabulous in this - what's your favorite look?,My audience loves diverse styles and fashion tips.
BON-06553,ai_persona,1,84.7,masked_fraud,parenting,602303,11612,1609,53,41625,428,1383340,6.98,97.1,51.9,2.3,0.416,0.292,0.687,0.661,1,Hi! I'm sharing how to make parenting easier. What works for me.,Good tips! || Love it! So practical. || Thanks - always learning. || This is exactly what I needed.,Navigating parenthood - here's one easy change you can try!,My audience loves real advice they can apply.
BON-06554,bought_engagement,1,59.0,masked_fraud,gaming,34275,594,159,64,2922,24,48536,8.6,117.3,57.7,1.42,0.338,0.235,0.857,0.589,0,🔥 Gamer & Streamer - Join me live on Twitch! 🎉 #GamingLife,"Nice! Good luck! || Congrats! 🎉 || Great game, keep it up! || :-) Amazing job! 🏆",🎮 New game released today! Check it out here! 🎈,Audience loves competitive gaming and new releases
BON-06555,bought_followers,1,76.0,normal,sports,258153,2195,87,11,6768,96,199666,2.66,70.5,117.6,0.77,0.725,0.466,0.46,0.528,0,I'm your go-to for latest sports gear & tips - Join me!,Love your style! @SportsGuru || Great workout routine! 👍🏼 @GymLifeCoach || Just saw ur pic - looks like a perfect game plan! 🏅 || Always looking forward to ur tips on fitness! 💪,"🔥 New Pro Series Running Shoes - Lighter, Faster, Stronger! #ShoeSavvy #RunningTips",Audience loves professional athletes and fitness enthusiasts.
BON-06556,engagement_pod,1,71.7,normal,photography,20394,1903,228,119,1142,41,34405,5.81,27.5,10.7,1.69,0.268,0.236,0.7,0.455,0,Shots from around the world - your go-to for travel snaps! #photographyjourney,"Love your travels! Check out my shots too! || That's so cool! I love your colors! || Wow, those shots are stunning - beautiful landscapes! || I've been to some of these places too - amazing!",Travel time! A stunning shot from #EvergladesNationalPark - always learning and capturing moments. #naturelovers #photographyjourney,My audience loves natural beauty and global adventures in stunning locations.
BON-06557,viral_legit,0,21.0,normal,photography,72408,2913,105,94,6537,110,27696,9.18,59.3,24.9,0.38,0.738,0.184,0.785,0.63,0,Amateur photographer sharing daily snaps from my life in nature.,So beautiful! Nature at its best! || Love the colors! Perfect shot. || Can't tell what I'm looking at but it's stunning! || This makes me want to pack my bags!,Witnessing the beauty around us - every single day!,My audience loves vibrant images of nature landscapes.
BON-06558,lightly_boosted,0,30.3,normal,food,53784,1659,1028,116,3784,32,12390,7.1,118.0,32.4,0.23,0.466,0.231,0.644,0.689,0,Love cooking and sharing recipes - I'm all about healthy eating!,Yummy recipe - bookmarking! || Looks tasty! Can't wait to try it! || Great dish! 👍 || Healthy meal options - awesome!,Tonight's dinner is here - a hearty vegetable soup!,My audience loves healthy and easy-to-make recipes.
BON-06559,click_farm_audience,1,78.8,masked_fraud,parenting,413860,6982,164,67,27009,290,346400,6.6,93.1,59.3,0.84,0.352,0.409,0.677,0.671,0,Motherhood &amp; life hacks - parenting tips everyday. Share your growth!,"Love it! #mommies || Gotta love being a mom! #momgoals || Haha, so true 🙄 || Great post, keep it up 👍",Here's a simple tip to make nap times easier for you & your baby. Click to read more! #naptime #parentingtips,Audience is mostly young mothers sharing personal and relatable parenting tips.
BON-06560,engagement_pod,1,51.8,normal,home decor,5414,653,45,43,404,19,1335,7.83,21.1,8.3,0.25,0.498,0.16,0.697,0.406,0,DIY home decor enthusiast sharing creative ideas - follow me for more!,Love this DIY wall art! Check out my page too || Great color scheme - love it! -support back || Terrific DIY project! I'm in love with it - support back || Amazing idea! Love it - love this,Whimsical new wall art idea for your home - make it yours!,My audience loves DIY projects and unique home decor ideas
BON-06561,engagement_pod,1,63.1,normal,food,13542,543,500,65,1227,15,6499,9.18,80.7,24.9,0.48,0.416,0.29,0.714,0.452,0,Celebrating everyday eats with fresh recipes & tips. Share yours too! #foodie,"Love this, check out my page! || Yummy as always! <3 || Fresh and delicious - bookmarking! || So tasty! I can't wait to try it myself.",Tried a new recipe tonight - crispy chickpeas in a tangy lemon garlic dressing! 🌶️ #healthybites #homemade,"My audience loves healthy, flavorful meals they can make at home."
BON-06562,click_farm_audience,1,76.5,masked_fraud,wellness,74672,891,70,88,3192,56,159465,4.35,56.2,83.8,2.14,0.422,0.366,0.691,0.619,0,Hey everyone! Sharing some daily wellness tips here. 😊 #wellnessjourney,Nice one! 🌈 || I totally agree! 💪 || Love your posts! 🌸 || Inspirational! 🌟,Just woke up feeling great! 💧💪 #morningroutine #selfcare,Audience loves natural living and simple self-care hacks.
BON-06563,viral_legit,0,17.8,normal,fitness,448496,30390,95,112,40529,379,654709,9.12,106.7,14.8,1.46,0.627,0.094,0.837,0.765,0,"Fit and fiery, I share my journey towards health & happiness! #fitnessmotivation",OMG! You nailed it with your plank challenge! 🏋️‍♀️💪 #motivationmoment || Love how you make fitness feel fun & approachable - thanks for inspiring me! 💚 || Your post made me laugh so hard I cried - literally tears of joy! 🥰❤️️ || Can't wait to see your next big goal! You're amazing! ✨🌈 #inspiration,Just 1 week into my new workout plan - feeling strong & ready! What's your #fitnessjourney? #week1fit,"My audience loves real, relatable fitness stories and healthy living tips."
BON-06564,authentic_organic,0,10.4,normal,wellness,79030,1515,193,38,3588,58,106576,4.61,60.9,52.2,1.35,0.143,0.141,0.847,0.693,0,Holistic wellness tips &amp; tricks - your go-to guide to health!,"Love your glow! 🌟 || Just what I needed! || Yay, more motivation! || Inspiring! 😊",Get ready for a healthier you! 🦾 #WellnessWednesday #MotivationMondays,My audience loves practical advice on stress relief & self-care.
BON-06565,click_farm_audience,1,61.9,normal,fashion,94824,1561,271,30,5935,116,186199,6.38,50.9,60.7,1.96,0.542,0.718,0.43,0.447,0,Rave about new dress trends! Love shopping -_-,"Woo hoo, love it! || I wish I could fit into those! || New dress? Can't wait to see! || Yay, more style choices!",New summer dress trend! #summerstyle #dressup,Audience loves diverse fashion choices and new trends
